# x_m, y_m, w_tr_right_m, w_tr_left_m
48.138791, 9.511965, 0.955271, 0.928484
48.195903, 9.593875, 0.900588, 0.907828
48.239871, 9.683579, 0.834977, 0.882104
48.277397, 9.776244, 0.765928, 0.852036
48.316645, 9.868208, 0.694163, 0.818507
48.365727, 9.955027, 0.649796, 0.784005
48.424064, 10.036125, 0.622715, 0.749095
48.486617, 10.114133, 0.623462, 0.717511
48.549581, 10.191822, 0.655656, 0.687534
48.608727, 10.272388, 0.667466, 0.668982
48.661491, 10.357248, 0.679977, 0.662986
48.709234, 10.445086, 0.694186, 0.674208
48.750697, 10.535998, 0.707489, 0.693846
48.789860, 10.628010, 0.729434, 0.711176
48.828386, 10.720288, 0.744344, 0.726787
48.859349, 10.815214, 0.753529, 0.739050
48.879005, 10.913111, 0.758077, 0.747805
48.889923, 11.012450, 0.764299, 0.749367
48.892165, 11.112333, 0.758281, 0.746810
48.885752, 11.212052, 0.748258, 0.743371
48.876735, 11.311645, 0.735701, 0.728756
48.869396, 11.411368, 0.725769, 0.714661
48.860443, 11.510953, 0.713620, 0.702557
48.852496, 11.610625, 0.701176, 0.699367
48.847478, 11.710490, 0.698824, 0.697014
48.841865, 11.810327, 0.701787, 0.699412
48.837817, 11.910233, 0.707127, 0.696561
48.834415, 12.010174, 0.708303, 0.700226
48.823377, 12.109423, 0.708552, 0.704955
48.806785, 12.208028, 0.715950, 0.715520
48.791165, 12.306792, 0.725045, 0.723009
48.777862, 12.405898, 0.735611, 0.731968
48.760737, 12.504370, 0.738733, 0.741719
48.739656, 12.602115, 0.742195, 0.746357
48.719435, 12.700041, 0.743258, 0.748213
48.704038, 12.798808, 0.747489, 0.752783
48.693768, 12.898254, 0.750000, 0.756810
48.685108, 12.997879, 0.759367, 0.770407
48.670720, 13.096753, 0.775701, 0.788371
48.655184, 13.195531, 0.797647, 0.809186
48.646705, 13.295070, 0.815385, 0.824729
48.643579, 13.395010, 0.830860, 0.844027
48.647850, 13.494823, 0.852941, 0.859186
48.660172, 13.594011, 0.870430, 0.879593
48.685230, 13.690614, 0.887715, 0.889412
48.724116, 13.782552, 0.892195, 0.891652
48.771313, 13.870654, 0.889887, 0.885792
48.826792, 13.953731, 0.883348, 0.872851
48.889004, 14.031953, 0.875362, 0.858846
48.954762, 14.107277, 0.867398, 0.846561
49.024721, 14.178679, 0.854389, 0.837466
49.096835, 14.247952, 0.850249, 0.840407
49.175397, 14.309577, 0.843665, 0.846063
49.256335, 14.368305, 0.840543, 0.845181
49.341938, 14.419770, 0.833100, 0.839977
49.430960, 14.465266, 0.828710, 0.840905
49.522895, 14.504492, 0.827828, 0.841425
49.617765, 14.535915, 0.823982, 0.846991
49.714316, 14.561871, 0.825860, 0.842443
49.810485, 14.589247, 0.819774, 0.837851
49.906369, 14.617642, 0.820724, 0.831222
50.003504, 14.641250, 0.828484, 0.827489
50.101121, 14.662948, 0.834593, 0.828348
50.198665, 14.684973, 0.839050, 0.834027
50.296805, 14.704095, 0.843394, 0.838054
50.395454, 14.720449, 0.850860, 0.838891
50.494870, 14.730824, 0.852760, 0.839774
50.594446, 14.740019, 0.852104, 0.838552
50.693981, 14.749647, 0.849910, 0.839774
50.793600, 14.758355, 0.850498, 0.841154
50.893445, 14.763651, 0.854887, 0.843710
50.993368, 14.761749, 0.857398, 0.851765
51.093348, 14.761572, 0.862579, 0.859412
51.193306, 14.764313, 0.864683, 0.870973
51.293292, 14.765597, 0.873190, 0.880543
51.393268, 14.763864, 0.882127, 0.892443
51.493203, 14.760304, 0.890362, 0.900701
51.593186, 14.759306, 0.903303, 0.911109
51.693185, 14.758961, 0.914299, 0.919072
51.793177, 14.757780, 0.928462, 0.921471
51.893174, 14.757086, 0.940452, 0.930339
51.993164, 14.758231, 0.954932, 0.937262
52.093130, 14.760767, 0.976561, 0.942059
52.193109, 14.762756, 1.000000, 0.952624
52.293105, 14.763486, 1.023439, 0.973394
52.393096, 14.764761, 1.045068, 1.002330
52.493088, 14.766026, 1.064842, 1.030928
52.593035, 14.763571, 1.079480, 1.061131
52.691255, 14.746746, 1.089321, 1.083122
52.787837, 14.720928, 1.093167, 1.102534
52.881630, 14.686527, 1.096810, 1.113303
52.973294, 14.646602, 1.090747, 1.121742
53.062222, 14.600961, 1.084005, 1.121154
53.148577, 14.550585, 1.082149, 1.103529
53.232956, 14.496942, 1.080747, 1.081471
53.314599, 14.439263, 1.105226, 1.049118
53.388412, 14.372264, 1.123077, 1.016290
53.445257, 14.290861, 1.125158, 0.989955
53.478040, 14.197149, 1.112941, 0.962308
53.504289, 14.100656, 1.084593, 0.942828
53.530691, 14.004205, 1.046742, 0.924140
53.564012, 13.910054, 1.000860, 0.911086
53.606021, 13.819393, 0.943190, 0.888213
53.655414, 13.732517, 0.886900, 0.867149
53.710383, 13.649023, 0.829932, 0.849140
53.768744, 13.567835, 0.773688, 0.830271
53.824086, 13.484624, 0.738484, 0.806335
53.869983, 13.396029, 0.716176, 0.781199
53.908432, 13.303746, 0.710837, 0.761968
53.943953, 13.210272, 0.728303, 0.740452
53.979852, 13.116943, 0.729570, 0.723688
54.014445, 13.023133, 0.728778, 0.710023
54.044038, 12.927662, 0.721968, 0.701109
54.070631, 12.831264, 0.709819, 0.698529
54.094834, 12.734251, 0.701244, 0.700407
54.118246, 12.637031, 0.696697, 0.701244
54.140646, 12.539579, 0.691697, 0.693326
54.158169, 12.441179, 0.686923, 0.690633
54.176614, 12.342935, 0.679525, 0.690090
54.195625, 12.244768, 0.678484, 0.688688
54.216732, 12.147053, 0.675724, 0.686719
54.236255, 12.049020, 0.676697, 0.686109
54.254371, 11.950677, 0.678235, 0.685317
54.276679, 11.853242, 0.680566, 0.682647
