# x_m, y_m, w_tr_right_m, w_tr_left_m
7.211371, 15.225593, 1.1, 1.1
7.065288, 15.327512, 1.1, 1.1
6.881825, 15.435757, 1.1, 1.1
6.700433, 15.521513, 1.1, 1.1
6.514395, 15.591653, 1.1, 1.1
6.316475, 15.650093, 1.1, 1.1
6.118375, 15.693195, 1.1, 1.1
5.91984, 15.722506, 1.1, 1.1
5.721675, 15.739406, 1.1, 1.1
5.51961, 15.74483, 1.1, 1.1
5.318629, 15.739739, 1.1, 1.1
5.12256, 15.726607, 1.1, 1.1
4.922469, 15.707082, 1.1, 1.1
4.723862, 15.683581, 1.1, 1.1
4.528919, 15.658533, 1.1, 1.1
4.328826, 15.632782, 1.1, 1.1
4.131095, 15.607903, 1.1, 1.1
3.933694, 15.583865, 1.1, 1.1
3.734458, 15.560573, 1.1, 1.1
3.537204, 15.538476, 1.1, 1.1
3.338323, 15.517156, 1.1, 1.1
3.139756, 15.496828, 1.1, 1.1
2.941587, 15.477493, 1.1, 1.1
2.742661, 15.459055, 1.1, 1.1
2.543863, 15.441651, 1.1, 1.1
2.345331, 15.425341, 1.1, 1.1
2.146256, 15.410145, 1.1, 1.1
1.946984, 15.396189, 1.1, 1.1
1.74844, 15.383642, 1.1, 1.1
1.548219, 15.37251, 1.1, 1.1
1.350051, 15.363115, 1.1, 1.1
1.150743, 15.355235, 1.1, 1.1
0.94974, 15.34873, 1.1, 1.1
0.752045, 15.343441, 1.1, 1.1
0.551436, 15.338545, 1.1, 1.1
0.351047, 15.333464, 1.1, 1.1
0.151914, 15.327438, 1.1, 1.1
-0.048522, 15.319432, 1.1, 1.1
-0.248461, 15.30856, 1.1, 1.1
-0.447817, 15.294019, 1.1, 1.1
-0.646464, 15.275064, 1.1, 1.1
-0.845728, 15.250701, 1.1, 1.1
-1.043219, 15.220276, 1.1, 1.1
-1.23845, 15.182938, 1.1, 1.1
-1.43475, 15.136514, 1.1, 1.1
-1.62569, 15.080065, 1.1, 1.1
-1.812944, 15.010316, 1.1, 1.1
-1.995652, 14.924701, 1.1, 1.1
-2.165537, 14.825372, 1.1, 1.1
-2.330218, 14.704563, 1.1, 1.1
-2.476588, 14.570021, 1.1, 1.1
-2.606043, 14.419935, 1.1, 1.1
-2.718375, 14.2546, 1.1, 1.1
-2.81322, 14.084387, 1.1, 1.1
-2.895811, 13.905126, 1.1, 1.1
-2.961652, 13.715892, 1.1, 1.1
-3.006228, 13.523327, 1.1, 1.1
-3.026487, 13.320351, 1.1, 1.1
-3.016342, 13.119614, 1.1, 1.1
-2.97674, 12.924329, 1.1, 1.1
-2.904506, 12.732555, 1.1, 1.1
-2.806036, 12.55996, 1.1, 1.1
-2.68502, 12.407238, 1.1, 1.1
-2.540236, 12.273992, 1.1, 1.1
-2.38601, 12.162399, 1.1, 1.1
-2.210184, 12.066054, 1.1, 1.1
-2.019534, 11.998086, 1.1, 1.1
-1.827188, 11.957768, 1.1, 1.1
-1.621479, 11.935634, 1.1, 1.1
-1.41833, 11.930381, 1.1, 1.1
-1.217736, 11.934928, 1.1, 1.1
-1.019227, 11.940838, 1.1, 1.1
-0.812087, 11.940234, 1.1, 1.1
-0.611742, 11.929287, 1.1, 1.1
-0.419086, 11.906058, 1.1, 1.1
-0.216575, 11.863361, 1.1, 1.1
-0.035806, 11.806168, 1.1, 1.1
0.149808, 11.72501, 1.1, 1.1
0.317927, 11.624854, 1.1, 1.1
0.472003, 11.503447, 1.1, 1.1
0.613795, 11.360098, 1.1, 1.1
0.734471, 11.20836, 1.1, 1.1
0.845824, 11.034161, 1.1, 1.1
0.933618, 10.861913, 1.1, 1.1
1.00862, 10.674153, 1.1, 1.1
1.065808, 10.481372, 1.1, 1.1
1.105576, 10.286838, 1.1, 1.1
1.130024, 10.085651, 1.1, 1.1
1.138992, 9.887178, 1.1, 1.1
1.135602, 9.687466, 1.1, 1.1
1.122756, 9.486525, 1.1, 1.1
1.103424, 9.287755, 1.1, 1.1
1.079749, 9.089235, 1.1, 1.1
1.053834, 8.891008, 1.1, 1.1
1.027042, 8.692278, 1.1, 1.1
0.999869, 8.494879, 1.1, 1.1
0.972222, 8.297346, 1.1, 1.1
0.944146, 8.099291, 1.1, 1.1
0.915941, 7.902134, 1.1, 1.1
0.887474, 7.704307, 1.1, 1.1
0.858868, 7.506551, 1.1, 1.1
0.830176, 7.309449, 1.1, 1.1
0.801135, 7.111358, 1.1, 1.1
0.771988, 6.913892, 1.1, 1.1
0.742682, 6.716577, 1.1, 1.1
0.713141, 6.518824, 1.1, 1.1
0.683508, 6.321533, 1.1, 1.1
0.653686, 6.124012, 1.1, 1.1
0.623721, 5.926493, 1.1, 1.1
0.593685, 5.729341, 1.1, 1.1
0.563462, 5.531712, 1.1, 1.1
0.533183, 5.334353, 1.1, 1.1
0.502833, 5.137067, 1.1, 1.1
0.472389, 4.939577, 1.1, 1.1
0.441933, 4.742313, 1.1, 1.1
0.41143, 4.544911, 1.1, 1.1
0.380921, 4.347521, 1.1, 1.1
0.350449, 4.150281, 1.1, 1.1
0.319973, 3.952801, 1.1, 1.1
0.289571, 3.755449, 1.1, 1.1
0.259244, 3.558086, 1.1, 1.1
0.229002, 3.360637, 1.1, 1.1
0.198893, 3.163268, 1.1, 1.1
